scenario,mode,trip_id,vehicle_id,truck_type,route,destination,item_id,cargo_code,category,x,y,z,length,width,height,weight,original_length,original_width,original_height,orientation
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G4_013,G4,IV,460.0,100.0,100.0,80.0,60.0,100.0,30,100,80,60,perm3
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G4_018,G4,IV,160.0,0.0,100.0,80.0,100.0,60.0,30,100,80,60,perm2
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G4_016,G4,IV,520.0,0.0,100.0,60.0,100.0,80.0,30,100,80,60,perm4
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G4_022,G4,IV,540.0,100.0,100.0,80.0,60.0,100.0,30,100,80,60,perm3
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G4_021,G4,IV,40.0,0.0,100.0,80.0,100.0,60.0,30,100,80,60,perm2
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G4_020,G4,IV,120.0,160.0,120.0,60.0,80.0,100.0,30,100,80,60,perm5
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G4_017,G4,IV,60.0,160.0,120.0,60.0,80.0,100.0,30,100,80,60,perm5
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G4_015,G4,IV,660.0,0.0,140.0,60.0,100.0,80.0,30,100,80,60,perm4
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G4_019,G4,IV,660.0,100.0,140.0,60.0,100.0,80.0,30,100,80,60,perm4
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G4_023,G4,IV,300.0,0.0,160.0,100.0,80.0,60.0,30,100,80,60,perm0
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G4_030,G4,IV,300.0,80.0,160.0,100.0,80.0,60.0,30,100,80,60,perm0
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G4_027,G4,IV,300.0,160.0,160.0,100.0,80.0,60.0,30,100,80,60,perm0
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G4_026,G4,IV,240.0,160.0,160.0,60.0,80.0,100.0,30,100,80,60,perm5
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G4_028,G4,IV,180.0,160.0,160.0,60.0,80.0,100.0,30,100,80,60,perm5
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G4_029,G4,IV,160.0,0.0,160.0,80.0,100.0,60.0,30,100,80,60,perm2
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G4_025,G4,IV,540.0,160.0,160.0,60.0,80.0,100.0,30,100,80,60,perm5
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G4_024,G4,IV,40.0,0.0,160.0,80.0,100.0,60.0,30,100,80,60,perm2
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G4_038,G4,IV,600.0,160.0,160.0,60.0,80.0,100.0,30,100,80,60,perm5
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G4_036,G4,IV,0.0,160.0,160.0,60.0,80.0,100.0,30,100,80,60,perm5
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G4_035,G4,IV,400.0,0.0,180.0,60.0,100.0,80.0,30,100,80,60,perm4
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G4_031,G4,IV,400.0,100.0,180.0,60.0,100.0,80.0,30,100,80,60,perm4
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G4_032,G4,IV,460.0,0.0,180.0,60.0,100.0,80.0,30,100,80,60,perm4
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G4_037,G4,IV,520.0,0.0,180.0,60.0,100.0,80.0,30,100,80,60,perm4
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_006,G5,V,0.0,0.0,0.0,40.0,50.0,40.0,40,40,40,50,perm1
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_002,G5,V,0.0,50.0,0.0,40.0,50.0,40.0,40,40,40,50,perm1
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_003,G5,V,0.0,100.0,0.0,40.0,50.0,40.0,40,40,40,50,perm1
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_005,G5,V,240.0,0.0,40.0,40.0,50.0,40.0,40,40,40,50,perm1
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_004,G5,V,240.0,50.0,40.0,40.0,50.0,40.0,40,40,40,50,perm1
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_001,G5,V,240.0,100.0,40.0,40.0,50.0,40.0,40,40,40,50,perm1
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_008,G5,V,500.0,160.0,40.0,40.0,50.0,40.0,40,40,40,50,perm1
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_011,G5,V,160.0,120.0,40.0,50.0,40.0,40.0,40,40,40,50,perm2
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_007,G5,V,120.0,0.0,40.0,40.0,50.0,40.0,40,40,40,50,perm1
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_010,G5,V,120.0,50.0,40.0,40.0,50.0,40.0,40,40,40,50,perm1
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_014,G5,V,120.0,100.0,40.0,40.0,50.0,40.0,40,40,40,50,perm1
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_013,G5,V,40.0,120.0,40.0,50.0,40.0,40.0,40,40,40,50,perm2
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_012,G5,V,620.0,0.0,40.0,40.0,50.0,40.0,40,40,40,50,perm1
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_009,G5,V,620.0,50.0,40.0,40.0,50.0,40.0,40,40,40,50,perm1
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_017,G5,V,620.0,100.0,40.0,40.0,50.0,40.0,40,40,40,50,perm1
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_022,G5,V,0.0,0.0,40.0,40.0,50.0,40.0,40,40,40,50,perm1
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_020,G5,V,0.0,50.0,40.0,40.0,50.0,40.0,40,40,40,50,perm1
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_015,G5,V,0.0,100.0,40.0,40.0,50.0,40.0,40,40,40,50,perm1
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_018,G5,V,660.0,200.0,60.0,40.0,40.0,50.0,40,40,40,50,perm0
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_021,G5,V,240.0,0.0,80.0,40.0,50.0,40.0,40,40,40,50,perm1
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_019,G5,V,240.0,50.0,80.0,40.0,50.0,40.0,40,40,40,50,perm1
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_016,G5,V,240.0,100.0,80.0,40.0,50.0,40.0,40,40,40,50,perm1
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_030,G5,V,500.0,160.0,80.0,40.0,50.0,40.0,40,40,40,50,perm1
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_025,G5,V,160.0,120.0,80.0,50.0,40.0,40.0,40,40,40,50,perm2
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_023,G5,V,120.0,0.0,80.0,40.0,50.0,40.0,40,40,40,50,perm1
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_024,G5,V,120.0,50.0,80.0,40.0,50.0,40.0,40,40,40,50,perm1
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_029,G5,V,120.0,100.0,80.0,40.0,50.0,40.0,40,40,40,50,perm1
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_028,G5,V,40.0,120.0,80.0,50.0,40.0,40.0,40,40,40,50,perm2
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_026,G5,V,620.0,0.0,80.0,40.0,50.0,40.0,40,40,40,50,perm1
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_027,G5,V,620.0,50.0,80.0,40.0,50.0,40.0,40,40,40,50,perm1
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_031,G5,V,620.0,100.0,80.0,40.0,50.0,40.0,40,40,40,50,perm1
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_034,G5,V,0.0,0.0,80.0,40.0,50.0,40.0,40,40,40,50,perm1
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_037,G5,V,0.0,50.0,80.0,40.0,50.0,40.0,40,40,40,50,perm1
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_035,G5,V,0.0,100.0,80.0,40.0,50.0,40.0,40,40,40,50,perm1
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_036,G5,V,400.0,200.0,100.0,40.0,40.0,50.0,40,40,40,50,perm0
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_032,G5,V,440.0,200.0,100.0,40.0,40.0,50.0,40,40,40,50,perm0
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_033,G5,V,460.0,160.0,100.0,40.0,40.0,50.0,40,40,40,50,perm0
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_038,G5,V,580.0,0.0,100.0,40.0,50.0,40.0,40,40,40,50,perm1
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_043,G5,V,580.0,50.0,100.0,40.0,50.0,40.0,40,40,40,50,perm1
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_044,G5,V,660.0,200.0,110.0,40.0,40.0,50.0,40,40,40,50,perm0
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_039,G5,V,240.0,0.0,120.0,40.0,50.0,40.0,40,40,40,50,perm1
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_045,G5,V,240.0,100.0,120.0,40.0,50.0,40.0,40,40,40,50,perm1
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_041,G5,V,160.0,120.0,120.0,50.0,40.0,40.0,40,40,40,50,perm2
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_042,G5,V,120.0,0.0,120.0,40.0,50.0,40.0,40,40,40,50,perm1
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_046,G5,V,120.0,100.0,120.0,40.0,50.0,40.0,40,40,40,50,perm1
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_040,G5,V,40.0,120.0,120.0,50.0,40.0,40.0,40,40,40,50,perm2
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_047,G5,V,620.0,100.0,120.0,40.0,50.0,40.0,40,40,40,50,perm1
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G2_002,G2,II,460.0,100.0,200.0,50.0,60.0,40.0,25,60,50,40,xy90
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_049,G5,V,400.0,200.0,150.0,40.0,40.0,50.0,40,40,40,50,perm0
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G2_003,G2,II,510.0,100.0,200.0,50.0,60.0,40.0,25,60,50,40,xy90
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G2_004,G2,II,300.0,0.0,220.0,60.0,50.0,40.0,25,60,50,40,xy0
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_050,G5,V,300.0,51.0,220.0,50.0,40.0,40.0,40,40,40,50,perm2
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G5_048,G5,V,300.0,91.0,220.0,50.0,40.0,40.0,40,40,40,50,perm2
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G2_001,G2,II,300.0,132.0,220.0,60.0,50.0,40.0,25,60,50,40,xy0
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G2_005,G2,II,300.0,182.0,220.0,60.0,50.0,40.0,25,60,50,40,xy0
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G2_009,G2,II,120.0,160.0,220.0,60.0,50.0,40.0,25,60,50,40,xy0
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G2_006,G2,II,60.0,160.0,220.0,60.0,50.0,40.0,25,60,50,40,xy0
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G2_008,G2,II,660.0,0.0,220.0,50.0,60.0,40.0,25,60,50,40,xy90
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G2_007,G2,II,660.0,60.0,220.0,50.0,60.0,40.0,25,60,50,40,xy90
q1,strict,Q1_T1,Q1_V1,HeavyEV,,,G2_011,G2,II,660.0,120.0,220.0,50.0,60.0,40.0,25,60,50,40,xy90
