scenario,mode,trip_id,vehicle_id,truck_type,route,destination,item_id,cargo_code,category,x,y,z,length,width,height,weight,original_length,original_width,original_height,orientation
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B6_016,B6,IV,70.0,0.0,0.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B6_017,B6,IV,70.0,100.0,0.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B6_018,B6,IV,600.0,0.0,0.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B6_019,B6,IV,600.0,100.0,0.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B6_020,B6,IV,10.0,0.0,0.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B6_021,B6,IV,10.0,100.0,0.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B6_022,B6,IV,660.0,0.0,0.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B6_023,B6,IV,660.0,100.0,0.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B6_024,B6,IV,320.0,0.0,60.0,100.0,80.0,60.0,30,100,80,60,perm0
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B6_025,B6,IV,320.0,80.0,60.0,100.0,80.0,60.0,30,100,80,60,perm0
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B6_026,B6,IV,320.0,160.0,60.0,100.0,80.0,60.0,30,100,80,60,perm0
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B6_027,B6,IV,420.0,0.0,80.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B6_028,B6,IV,420.0,100.0,80.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B6_029,B6,IV,250.0,0.0,80.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B6_030,B6,IV,250.0,100.0,80.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B6_031,B6,IV,480.0,0.0,80.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B6_032,B6,IV,480.0,100.0,80.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B6_033,B6,IV,190.0,0.0,80.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B6_034,B6,IV,190.0,100.0,80.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B6_035,B6,IV,130.0,0.0,80.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B6_036,B6,IV,130.0,100.0,80.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B6_037,B6,IV,540.0,0.0,80.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B6_038,B6,IV,540.0,100.0,80.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B6_039,B6,IV,70.0,0.0,80.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B6_040,B6,IV,70.0,100.0,80.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B6_041,B6,IV,600.0,0.0,80.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B6_042,B6,IV,600.0,100.0,80.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B6_043,B6,IV,10.0,0.0,80.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B6_044,B6,IV,10.0,100.0,80.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B6_045,B6,IV,660.0,0.0,80.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B6_046,B6,IV,660.0,100.0,80.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B6_047,B6,IV,320.0,0.0,120.0,100.0,80.0,60.0,30,100,80,60,perm0
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B6_048,B6,IV,320.0,80.0,120.0,100.0,80.0,60.0,30,100,80,60,perm0
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B6_049,B6,IV,320.0,160.0,120.0,100.0,80.0,60.0,30,100,80,60,perm0
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B6_050,B6,IV,420.0,0.0,160.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B6_051,B6,IV,420.0,100.0,160.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B6_052,B6,IV,250.0,0.0,160.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B6_053,B6,IV,250.0,100.0,160.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B6_054,B6,IV,480.0,0.0,160.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B6_055,B6,IV,480.0,100.0,160.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B6_056,B6,IV,190.0,0.0,160.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B6_057,B6,IV,190.0,100.0,160.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B6_058,B6,IV,130.0,0.0,160.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B6_059,B6,IV,130.0,100.0,160.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B6_060,B6,IV,540.0,0.0,160.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B3_001,B3,II,540.0,100.0,160.0,50.0,60.0,40.0,25,60,50,40,xy90
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B3_002,B3,II,590.0,100.0,160.0,50.0,60.0,40.0,25,60,50,40,xy90
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B3_003,B3,II,70.0,0.0,160.0,60.0,50.0,40.0,25,60,50,40,xy0
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B3_004,B3,II,70.0,50.0,160.0,60.0,50.0,40.0,25,60,50,40,xy0
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B3_005,B3,II,70.0,100.0,160.0,60.0,50.0,40.0,25,60,50,40,xy0
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B3_006,B3,II,70.0,150.0,160.0,60.0,50.0,40.0,25,60,50,40,xy0
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B3_007,B3,II,600.0,0.0,160.0,50.0,60.0,40.0,25,60,50,40,xy90
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B3_008,B3,II,640.0,100.0,160.0,50.0,60.0,40.0,25,60,50,40,xy90
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B3_009,B3,II,650.0,0.0,160.0,50.0,60.0,40.0,25,60,50,40,xy90
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B3_010,B3,II,10.0,0.0,160.0,60.0,50.0,40.0,25,60,50,40,xy0
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B3_011,B3,II,10.0,50.0,160.0,60.0,50.0,40.0,25,60,50,40,xy0
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B3_012,B3,II,10.0,100.0,160.0,60.0,50.0,40.0,25,60,50,40,xy0
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B3_013,B3,II,10.0,150.0,160.0,60.0,50.0,40.0,25,60,50,40,xy0
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B3_014,B3,II,320.0,0.0,180.0,60.0,50.0,40.0,25,60,50,40,xy0
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B3_015,B3,II,320.0,50.0,180.0,60.0,50.0,40.0,25,60,50,40,xy0
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B3_016,B3,II,320.0,100.0,180.0,60.0,50.0,40.0,25,60,50,40,xy0
q2,strict,STRICT_002,HeavyEV_002,HeavyEV,S2,S2,B3_017,B3,II,320.0,150.0,180.0,60.0,50.0,40.0,25,60,50,40,xy0
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B2_001,B2,I,300.0,0.0,0.0,120.0,80.0,40.0,350,120,80,40,fixed
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B2_002,B2,I,300.0,80.0,0.0,120.0,80.0,40.0,350,120,80,40,fixed
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B2_003,B2,I,300.0,160.0,0.0,120.0,80.0,40.0,350,120,80,40,fixed
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B2_004,B2,I,420.0,0.0,0.0,120.0,80.0,40.0,350,120,80,40,fixed
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B2_005,B2,I,420.0,80.0,0.0,120.0,80.0,40.0,350,120,80,40,fixed
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B2_006,B2,I,420.0,160.0,0.0,120.0,80.0,40.0,350,120,80,40,fixed
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B2_007,B2,I,160.0,0.0,0.0,120.0,80.0,40.0,350,120,80,40,fixed
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B2_008,B2,I,160.0,80.0,0.0,120.0,80.0,40.0,350,120,80,40,fixed
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B2_009,B2,I,160.0,160.0,0.0,120.0,80.0,40.0,350,120,80,40,fixed
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B2_010,B2,I,540.0,0.0,0.0,120.0,80.0,40.0,350,120,80,40,fixed
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B5_001,B5,III,540.0,80.0,0.0,60.0,80.0,60.0,120,80,60,60,perm1
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B5_002,B5,III,540.0,160.0,0.0,60.0,80.0,60.0,120,80,60,60,perm1
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B5_003,B5,III,80.0,0.0,0.0,80.0,60.0,60.0,120,80,60,60,perm0
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B5_004,B5,III,80.0,60.0,0.0,80.0,60.0,60.0,120,80,60,60,perm0
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B5_005,B5,III,80.0,120.0,0.0,80.0,60.0,60.0,120,80,60,60,perm0
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B5_006,B5,III,80.0,180.0,0.0,80.0,60.0,60.0,120,80,60,60,perm0
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B5_007,B5,III,600.0,80.0,0.0,60.0,80.0,60.0,120,80,60,60,perm1
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B5_008,B5,III,600.0,160.0,0.0,60.0,80.0,60.0,120,80,60,60,perm1
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B5_009,B5,III,0.0,0.0,0.0,80.0,60.0,60.0,120,80,60,60,perm0
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B5_010,B5,III,0.0,60.0,0.0,80.0,60.0,60.0,120,80,60,60,perm0
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B5_011,B5,III,0.0,120.0,0.0,80.0,60.0,60.0,120,80,60,60,perm0
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B5_012,B5,III,0.0,180.0,0.0,80.0,60.0,60.0,120,80,60,60,perm0
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B5_013,B5,III,660.0,0.0,0.0,60.0,80.0,60.0,120,80,60,60,perm1
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B5_014,B5,III,660.0,80.0,0.0,60.0,80.0,60.0,120,80,60,60,perm1
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B5_015,B5,III,660.0,160.0,0.0,60.0,80.0,60.0,120,80,60,60,perm1
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B5_016,B5,III,300.0,0.0,40.0,80.0,60.0,60.0,120,80,60,60,perm0
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B5_017,B5,III,300.0,60.0,40.0,80.0,60.0,60.0,120,80,60,60,perm0
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B5_018,B5,III,300.0,120.0,40.0,80.0,60.0,60.0,120,80,60,60,perm0
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B5_019,B5,III,300.0,180.0,40.0,80.0,60.0,60.0,120,80,60,60,perm0
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B5_020,B5,III,380.0,0.0,40.0,60.0,80.0,60.0,120,80,60,60,perm1
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B5_021,B5,III,380.0,80.0,40.0,60.0,80.0,60.0,120,80,60,60,perm1
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B5_022,B5,III,380.0,160.0,40.0,60.0,80.0,60.0,120,80,60,60,perm1
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B5_023,B5,III,440.0,0.0,40.0,60.0,80.0,60.0,120,80,60,60,perm1
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B5_024,B5,III,440.0,80.0,40.0,60.0,80.0,60.0,120,80,60,60,perm1
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B5_025,B5,III,440.0,160.0,40.0,60.0,80.0,60.0,120,80,60,60,perm1
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B7_001,B7,IV,160.0,0.0,40.0,100.0,80.0,60.0,30,100,80,60,perm0
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B7_002,B7,IV,160.0,80.0,40.0,100.0,80.0,60.0,30,100,80,60,perm0
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B7_003,B7,IV,160.0,160.0,40.0,100.0,80.0,60.0,30,100,80,60,perm0
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B7_004,B7,IV,500.0,0.0,40.0,60.0,80.0,100.0,30,100,80,60,perm5
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B7_005,B7,IV,560.0,0.0,40.0,60.0,80.0,100.0,30,100,80,60,perm5
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B7_006,B7,IV,540.0,80.0,60.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B7_007,B7,IV,540.0,180.0,60.0,80.0,60.0,100.0,30,100,80,60,perm3
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B7_008,B7,IV,80.0,0.0,60.0,80.0,100.0,60.0,30,100,80,60,perm2
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B7_009,B7,IV,80.0,100.0,60.0,80.0,100.0,60.0,30,100,80,60,perm2
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B7_010,B7,IV,600.0,80.0,60.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B7_011,B7,IV,0.0,0.0,60.0,80.0,100.0,60.0,30,100,80,60,perm2
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B7_012,B7,IV,0.0,100.0,60.0,80.0,100.0,60.0,30,100,80,60,perm2
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B7_013,B7,IV,620.0,180.0,60.0,80.0,60.0,100.0,30,100,80,60,perm3
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B7_014,B7,IV,660.0,0.0,60.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B7_015,B7,IV,660.0,100.0,60.0,60.0,80.0,100.0,30,100,80,60,perm5
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B7_016,B7,IV,300.0,0.0,100.0,100.0,80.0,60.0,30,100,80,60,perm0
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B7_017,B7,IV,300.0,80.0,100.0,100.0,80.0,60.0,30,100,80,60,perm0
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B7_018,B7,IV,300.0,160.0,100.0,100.0,80.0,60.0,30,100,80,60,perm0
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B7_019,B7,IV,400.0,0.0,100.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B7_020,B7,IV,400.0,100.0,100.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B7_021,B7,IV,160.0,0.0,100.0,100.0,80.0,60.0,30,100,80,60,perm0
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B7_022,B7,IV,160.0,80.0,100.0,100.0,80.0,60.0,30,100,80,60,perm0
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B7_023,B7,IV,160.0,160.0,100.0,100.0,80.0,60.0,30,100,80,60,perm0
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B7_024,B7,IV,80.0,0.0,120.0,80.0,100.0,60.0,30,100,80,60,perm2
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B7_025,B7,IV,80.0,100.0,120.0,80.0,100.0,60.0,30,100,80,60,perm2
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B7_026,B7,IV,0.0,0.0,120.0,80.0,100.0,60.0,30,100,80,60,perm2
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B7_027,B7,IV,0.0,100.0,120.0,80.0,100.0,60.0,30,100,80,60,perm2
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B7_028,B7,IV,500.0,0.0,140.0,60.0,80.0,100.0,30,100,80,60,perm5
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B7_029,B7,IV,540.0,80.0,140.0,60.0,100.0,80.0,30,100,80,60,perm4
