scenario,mode,trip_id,vehicle_id,truck_type,route,destination,item_id,cargo_code,category,x,y,z,length,width,height,weight,original_length,original_width,original_height,orientation
q3,strict,Q3B_003,Q3B_V003,HeavyEV,S6->S7,S7,Q3_07_004,Q3_07,II,120.0,180.0,0.0,40.0,60.0,45.0,45,60,40,45,xy90
q3,strict,Q3B_003,Q3B_V003,HeavyEV,S6->S7,S7,Q3_07_005,Q3_07,II,0.0,0.0,0.0,40.0,60.0,45.0,45,60,40,45,xy90
q3,strict,Q3B_003,Q3B_V003,HeavyEV,S6->S7,S7,Q3_07_006,Q3_07,II,0.0,60.0,0.0,40.0,60.0,45.0,45,60,40,45,xy90
q3,strict,Q3B_003,Q3B_V003,HeavyEV,S6->S7,S6,Q3_06_001,Q3_06,I,490.0,0.0,0.0,110.0,70.0,45.0,220,110,70,45,fixed
q3,strict,Q3B_003,Q3B_V003,HeavyEV,S6->S7,S6,Q3_06_002,Q3_06,I,490.0,70.0,0.0,110.0,70.0,45.0,220,110,70,45,fixed
q3,strict,Q3B_003,Q3B_V003,HeavyEV,S6->S7,S6,Q3_06_003,Q3_06,I,490.0,140.0,0.0,110.0,70.0,45.0,220,110,70,45,fixed
q3,strict,Q3B_003,Q3B_V003,HeavyEV,S6->S7,S6,Q3_14_001,Q3_14,IV,600.0,0.0,0.0,40.0,90.0,70.0,25,90,70,40,perm4
q3,strict,Q3B_003,Q3B_V003,HeavyEV,S6->S7,S6,Q3_14_002,Q3_14,IV,600.0,90.0,0.0,40.0,90.0,70.0,25,90,70,40,perm4
q3,strict,Q3B_003,Q3B_V003,HeavyEV,S6->S7,S6,Q3_14_003,Q3_14,IV,600.0,180.0,0.0,70.0,40.0,90.0,25,90,70,40,perm3
q3,strict,Q3B_003,Q3B_V003,HeavyEV,S6->S7,S6,Q3_14_004,Q3_14,IV,440.0,0.0,0.0,40.0,90.0,70.0,25,90,70,40,perm4
q3,strict,Q3B_003,Q3B_V003,HeavyEV,S6->S7,S6,Q3_14_005,Q3_14,IV,440.0,90.0,0.0,40.0,90.0,70.0,25,90,70,40,perm4
q3,strict,Q3B_003,Q3B_V003,HeavyEV,S6->S7,S6,Q3_14_006,Q3_14,IV,400.0,200.0,0.0,70.0,40.0,90.0,25,90,70,40,perm3
q3,strict,Q3B_003,Q3B_V003,HeavyEV,S6->S7,S6,Q3_14_007,Q3_14,IV,640.0,0.0,0.0,40.0,90.0,70.0,25,90,70,40,perm4
q3,strict,Q3B_003,Q3B_V003,HeavyEV,S6->S7,S6,Q3_14_008,Q3_14,IV,640.0,90.0,0.0,40.0,90.0,70.0,25,90,70,40,perm4
q3,strict,Q3B_003,Q3B_V003,HeavyEV,S6->S7,S6,Q3_14_009,Q3_14,IV,400.0,0.0,0.0,40.0,90.0,70.0,25,90,70,40,perm4
q3,strict,Q3B_003,Q3B_V003,HeavyEV,S6->S7,S6,Q3_14_010,Q3_14,IV,400.0,90.0,0.0,40.0,90.0,70.0,25,90,70,40,perm4
q3,strict,Q3B_003,Q3B_V003,HeavyEV,S6->S7,S6,Q3_14_011,Q3_14,IV,360.0,0.0,0.0,40.0,90.0,70.0,25,90,70,40,perm4
q3,strict,Q3B_004,Q3B_V004,HeavyEV,S8,S8,Q3_08_001,Q3_08,III,313.177966,0.0,0.0,70.0,70.0,60.0,90,70,70,60,perm0
q3,strict,Q3B_004,Q3B_V004,HeavyEV,S8,S8,Q3_08_002,Q3_08,III,313.177966,70.0,0.0,70.0,70.0,60.0,90,70,70,60,perm0
q3,strict,Q3B_004,Q3B_V004,HeavyEV,S8,S8,Q3_08_003,Q3_08,III,313.177966,140.0,0.0,70.0,70.0,60.0,90,70,70,60,perm0
q3,strict,Q3B_004,Q3B_V004,HeavyEV,S8,S8,Q3_08_004,Q3_08,III,383.177966,0.0,0.0,60.0,70.0,70.0,90,70,70,60,perm2
q3,strict,Q3B_004,Q3B_V004,HeavyEV,S8,S8,Q3_08_005,Q3_08,III,383.177966,70.0,0.0,60.0,70.0,70.0,90,70,70,60,perm2
q3,strict,Q3B_004,Q3B_V004,HeavyEV,S8,S8,Q3_20_001,Q3_20,V,383.177966,140.0,0.0,50.0,60.0,50.0,35,60,50,50,perm1
q3,strict,Q3B_004,Q3B_V004,HeavyEV,S8,S8,Q3_20_002,Q3_20,V,258.177966,0.0,0.0,50.0,60.0,50.0,35,60,50,50,perm1
q3,strict,Q3B_004,Q3B_V004,HeavyEV,S8,S8,Q3_20_003,Q3_20,V,258.177966,60.0,0.0,50.0,60.0,50.0,35,60,50,50,perm1
q3,strict,Q3B_004,Q3B_V004,HeavyEV,S8,S8,Q3_20_004,Q3_20,V,258.177966,120.0,0.0,50.0,60.0,50.0,35,60,50,50,perm1
